ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Acadia NP,ACAD,National Park,Northeast ,ME,2022,1,"10,411",600,"68,714",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,2,"13,045",600,"86,098",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,3,"22,476",600,"148,339",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,4,"105,126",600,"609,731",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,5,"327,466","7,500","2,324,994","7,500",0,46,"11,425","3,335",83,0,717,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,6,"603,023","7,500","4,551,580","7,500",0,168,"26,065","10,517",304,0,"1,597",Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,7,"791,358","7,500","5,282,410","7,500",0,285,"34,279","12,171",426,0,"2,907",Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,8,"785,236","7,500","5,187,635","7,500",0,493,"33,971","10,550",299,0,"2,322",Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,9,"697,292","7,500","4,379,256","7,500",0,414,"22,110","9,655",261,0,"1,279",Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,10,"521,646","6,000","3,480,420","6,000",0,478,"8,333","3,419",99,0,668,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,11,"70,675",600,"424,050",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Acadia NP,ACAD,National Park,Northeast ,ME,2022,12,"22,506",600,"135,036",600,0,0,0,0,0,0,0,Acadia NP,ACAD,National Park,Northeast ,ME,2022,"3,970,260","47,100","26,678,263","47,100",0,"1,884","136,183","49,647","1,472",0,"9,490"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,1,"40,621",0,"144,789",0,0,0,430,526,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,2,"51,568",0,"168,389",0,0,0,257,302,11,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,3,"141,866",0,"463,840",0,0,0,645,575,36,0,337,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,4,"148,996",0,"616,374",0,0,0,"1,852","3,559",61,0,"1,586",Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,5,"172,114",0,"633,420",0,0,0,"1,355","2,252",92,0,"1,179",Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,6,"171,859",0,"625,563",0,0,0,"1,966","1,844",11,0,762,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,7,"158,925",0,"597,413",0,0,0,"1,906","2,138",21,0,961,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,8,"142,790",0,"539,406",0,0,0,"1,696","2,314",14,0,603,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,9,"158,728",0,"590,489",0,0,0,"1,539","2,379",8,0,837,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,10,"146,986",0,"540,749",0,0,0,"1,332","1,956",11,0,859,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,11,"83,239",0,"349,432",0,0,0,"1,690","1,999",5,0,461,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,12,"42,960",0,"143,730",0,0,0,245,372,2,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Badlands NP,BADL,National Park,Midwest ,SD,2022,1,"12,671","2,066","49,452","2,066",0,1,0,0,2,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,2,"12,866","1,976","50,299","1,976",0,1,4,4,1,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,3,"25,276","2,486","100,243","2,486",0,33,47,11,48,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,4,"34,943","3,070","145,842","3,070",237,436,34,44,46,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,5,"98,542","6,280","439,333","6,280","1,574","2,237",328,104,342,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,6,"204,969","7,780","870,887","7,780","1,944","2,817",529,129,540,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,7,"224,054","8,230","945,931","8,230","2,132","2,705",791,53,329,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,8,"184,816","8,530","790,514","8,530","1,863","2,889",535,72,452,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,9,"121,571","6,806","533,861","6,806","1,506","2,758",352,94,268,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,10,"61,115","4,030","269,093","4,030","1,119","1,052",60,77,254,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,11,"19,720","2,530","77,737","2,530",0,0,30,2,37,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Badlands NP,BADL,National Park,Midwest ,SD,2022,12,"6,266","2,200","24,439","2,200",0,0,0,0,0,0,0,Badlands NP,BADL,National Park,Midwest ,SD,2022,"1,006,809","55,984","4,297,631","27,992","10,375","14,929","2,710",590,"2,319",0,0
Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,1,"46,768",225,"940,036",225,"1,900",169,"2,468","4,009","6,231",0,"1,007",Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,"514,107","2,700","9,332,836","8,100","18,184","3,213","26,609","20,415","55,173",0,"8,221"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,2,"47,229",225,"890,945",225,"1,598",319,"2,297","3,217","5,378",0,699,Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,"514,107","2,700","9,332,836","8,100","18,184","3,213","26,609","20,415","55,173",0,"8,221"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,3,"85,414",225,"1,501,340",225,"1,930",504,"4,368","2,030","9,435",0,"1,582",Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,"514,107","2,700","9,332,836","8,100","18,184","3,213","26,609","20,415","55,173",0,"8,221"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,4,"59,337",225,"1,010,075",225,"1,736",464,"1,761",624,"7,313",0,520,Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,"514,107","2,700","9,332,836","8,100","18,184","3,213","26,609","20,415","55,173",0,"8,221"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,5,"40,722",225,"716,590",225,"1,392",151,"2,780",548,"3,808",0,818,Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,"514,107","2,700","9,332,836","8,100","18,184","3,213","26,609","20,415","55,173",0,"8,221"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,6,"22,385",225,"374,029",225,"1,053",183,"1,772",177,977,0,230,Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,"514,107","2,700","9,332,836","8,100","18,184","3,213","26,609","20,415","55,173",0,"8,221"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,7,"19,117",225,"315,250",225,"1,136",124,"1,362",107,640,0,208,Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,"514,107","2,700","9,332,836","8,100","18,184","3,213","26,609","20,415","55,173",0,"8,221"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,8,"14,915",225,"230,696",225,852,58,594,37,599,0,15,Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,"514,107","2,700","9,332,836","8,100","18,184","3,213","26,609","20,415","55,173",0,"8,221"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,9,"23,710",225,"440,453",225,"1,330",140,"1,702","1,572","1,503",0,250,Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,"514,107","2,700","9,332,836","8,100","18,184","3,213","26,609","20,415","55,173",0,"8,221"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,10,"45,546",225,"833,567",225,"1,384",384,"1,835","1,914","5,507",0,935,Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,"514,107","2,700","9,332,836","8,100","18,184","3,213","26,609","20,415","55,173",0,"8,221"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,11,"57,158",225,"1,069,124",225,"1,679",335,"2,753","3,042","7,183",0,976,Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,"514,107","2,700","9,332,836","8,100","18,184","3,213","26,609","20,415","55,173",0,"8,221"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,12,"51,806",225,"1,010,731",225,"2,194",382,"2,917","3,138","6,599",0,981,Big Bend NP,BIBE,National Park,Intermountain ,TX,2022,"514,107","2,700","9,332,836","8,100","18,184","3,213","26,609","20,415","55,173",0,"8,221"
Biscayne NP,BISC,National Park,Southeast ,FL,2022,1,"55,096",0,"176,354",0,0,0,379,0,0,0,82,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,2,"62,829",0,"204,376",0,0,0,543,0,0,0,119,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,3,"64,243",0,"206,122",0,0,0,348,0,0,0,210,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,4,"63,574",0,"200,611",0,0,0,291,0,0,0,121,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,5,"70,048",0,"217,610",0,0,0,237,0,0,0,74,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,6,"54,233",0,"164,282",0,0,0,57,0,0,0,9,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,7,"68,066",0,"208,495",0,0,0,170,0,0,0,9,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,8,"52,652",0,"159,709",0,0,0,64,0,0,0,9,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,9,"45,857",0,"140,187",0,0,0,105,0,0,0,4,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,10,"44,757",0,"136,048",0,0,0,44,0,0,0,30,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,11,"54,538",0,"165,608",0,0,0,8,0,0,0,75,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,12,"65,130",0,"197,526",0,0,0,21,0,0,0,68,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,1,"7,260",0,"17,787",0,0,0,6,17,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,2,"6,088",0,"16,069",0,0,0,11,28,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,3,"9,127",0,"19,426",0,0,0,24,42,7,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,4,"13,755",0,"41,994",0,0,0,197,333,14,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,5,"30,145",0,"199,732",0,0,0,"1,510","1,306",291,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,6,"31,658",0,"269,793",0,0,0,"2,777","2,712",448,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,7,"50,608",0,"341,865",0,0,0,"3,400","2,676",232,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,8,"50,031",0,"310,091",0,0,0,"2,510","2,151",362,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,9,"42,758",0,"293,193",0,0,0,"2,865","2,261",226,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,10,"23,413",0,"109,406",0,0,0,"1,374","1,247",101,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,11,"17,257",0,"36,884",0,0,0,166,122,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,12,"15,157",0,"31,254",0,0,0,14,50,4,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,1,"30,960","21,118","106,858","21,118",0,0,374,204,4,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,"2,354,660","409,353","12,544,211","122,804","45,674",0,"45,527","40,305","1,657",0,"1,376"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,2,"35,611","18,337","120,408","18,337",0,0,293,269,4,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,"2,354,660","409,353","12,544,211","122,804","45,674",0,"45,527","40,305","1,657",0,"1,376"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,3,"101,308","27,146","350,637","27,146",0,0,823,"1,027",96,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,"2,354,660","409,353","12,544,211","122,804","45,674",0,"45,527","40,305","1,657",0,"1,376"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,4,"236,812","33,194","961,807","33,194","4,763",0,"2,508","2,981",222,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,"2,354,660","409,353","12,544,211","122,804","45,674",0,"45,527","40,305","1,657",0,"1,376"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,5,"299,919","51,163","1,306,207","51,163","5,385",0,"5,383","5,611",425,0,131,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,"2,354,660","409,353","12,544,211","122,804","45,674",0,"45,527","40,305","1,657",0,"1,376"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,6,"330,108","57,174","2,091,027","57,174","6,373",0,"8,655","6,423",263,0,303,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,"2,354,660","409,353","12,544,211","122,804","45,674",0,"45,527","40,305","1,657",0,"1,376"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,7,"318,861","53,231","2,045,934","53,231","7,992",0,"8,043","5,415",114,0,450,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,"2,354,660","409,353","12,544,211","122,804","45,674",0,"45,527","40,305","1,657",0,"1,376"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,8,"308,545","52,144","1,978,385","52,144","7,706",0,"7,443","5,760",166,0,188,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,"2,354,660","409,353","12,544,211","122,804","45,674",0,"45,527","40,305","1,657",0,"1,376"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,9,"336,588","43,015","2,106,692","43,015","6,310",0,"7,737","7,287",196,0,194,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,"2,354,660","409,353","12,544,211","122,804","45,674",0,"45,527","40,305","1,657",0,"1,376"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,10,"233,647","24,014","1,037,005","24,014","5,386",0,"3,713","4,649",145,0,110,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,"2,354,660","409,353","12,544,211","122,804","45,674",0,"45,527","40,305","1,657",0,"1,376"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,11,"75,378","15,212","289,147","15,212","1,759",0,394,456,17,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,"2,354,660","409,353","12,544,211","122,804","45,674",0,"45,527","40,305","1,657",0,"1,376"
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,12,"46,923","13,605","150,104","13,605",0,0,161,223,5,0,0,Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2022,"2,354,660","409,353","12,544,211","122,804","45,674",0,"45,527","40,305","1,657",0,"1,376"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,1,"15,184",0,"69,397",0,0,0,137,144,107,0,0,Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,"779,147",0,"5,326,230",0,0,0,"7,500","7,955","80,264",0,"2,019"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,2,"19,077",0,"101,307",0,0,0,134,187,817,0,0,Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,"779,147",0,"5,326,230",0,0,0,"7,500","7,955","80,264",0,"2,019"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,3,"77,834",0,"525,378",0,0,0,"1,028",994,"7,207",0,128,Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,"779,147",0,"5,326,230",0,0,0,"7,500","7,955","80,264",0,"2,019"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,4,"99,206",0,"733,923",0,0,0,"1,044","1,394","11,744",0,394,Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,"779,147",0,"5,326,230",0,0,0,"7,500","7,955","80,264",0,"2,019"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,5,"114,926",0,"856,061",0,0,0,"1,173","1,728","13,752",0,429,Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,"779,147",0,"5,326,230",0,0,0,"7,500","7,955","80,264",0,"2,019"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,6,"87,086",0,"588,378",0,0,0,820,454,"8,823",0,279,Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,"779,147",0,"5,326,230",0,0,0,"7,500","7,955","80,264",0,"2,019"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,7,"67,640",0,"433,100",0,0,0,370,162,"6,430",0,68,Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,"779,147",0,"5,326,230",0,0,0,"7,500","7,955","80,264",0,"2,019"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,8,"63,092",0,"392,766",0,0,0,596,280,"5,595",0,34,Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,"779,147",0,"5,326,230",0,0,0,"7,500","7,955","80,264",0,"2,019"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,9,"86,326",0,"612,432",0,0,0,767,902,"10,517",0,279,Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,"779,147",0,"5,326,230",0,0,0,"7,500","7,955","80,264",0,"2,019"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,10,"91,788",0,"668,162",0,0,0,843,930,"11,519",0,279,Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,"779,147",0,"5,326,230",0,0,0,"7,500","7,955","80,264",0,"2,019"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,11,"40,745",0,"266,119",0,0,0,509,590,"3,366",0,129,Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,"779,147",0,"5,326,230",0,0,0,"7,500","7,955","80,264",0,"2,019"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,12,"16,243",0,"79,207",0,0,0,79,190,387,0,0,Canyonlands NP,CANY,National Park,Intermountain ,UT,2022,"779,147",0,"5,326,230",0,0,0,"7,500","7,955","80,264",0,"2,019"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2022,1,"20,089","3,514","27,916","3,514",0,0,137,91,8,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2022,"1,227,608","68,627","1,908,030","68,627",0,0,"24,023","25,923","3,393",0,"2,994"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2022,2,"25,859","1,282","32,641","1,282",0,0,143,254,17,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2022,"1,227,608","68,627","1,908,030","68,627",0,0,"24,023","25,923","3,393",0,"2,994"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2022,3,"90,092","3,052","178,257","3,052",0,0,"2,367","2,992",591,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2022,"1,227,608","68,627","1,908,030","68,627",0,0,"24,023","25,923","3,393",0,"2,994"
